Full_Name,Plain_Name
Μεσστασύτμις,Μεσστασυτμις
Πανεβδυνις,Πανεβδυνις
Καλαβάλις,Καλαβαλις
Ὀνούθις,Ονουθις
Τασενουφις,Τασενουφις
Πεαλήσις,Πεαλησις
Ἰσκις,Ισκις
Παθενούφις,Παθενουφις
Ψεμμώνθις,Ψεμμωνθις
Ἀπφύνις,Απφυνις
Πετεμναπις,Πετεμναπις
Χεναρσιήσις,Χεναρσιησις
Ἀνήσις,Ανησις
Ἀπύγις,Απυγις
Πνεουήρις,Πνεουηρις
Βούχις,Βουχις
Τιθοεναθύμις,Τιθοεναθυμις
Ἁρούθμις,Αρουθμις
Ἁκιαλις,Ακιαλις
Βιέγχις,Βιεγχις
Ταορήσις,Ταορησις
Θεαβήσις,Θεαβησις
Ταβύνις,Ταβυνις
Ὀρσεενούφις,Ορσεενουφις
Τενπβήγις,Τενπβηγις
Παγήρις,Παγηρις
Πρεμτεραύθις,Πρεμτεραυθις
Τααοννώφρις,Τααοννωφρις
Θανεφρέμμις,Θανεφρεμμις
Πετραμενουφις,Πετραμενουφις
Ψεντερμούθις,Ψεντερμουθις
Πανεφίβις,Πανεφιβις
Πετεσορφιωμις,Πετεσορφιωμις
Ταμεννάφρις,Ταμενναφρις
Ἁρμυύσις,Αρμυυσις
Ταυσερέπις,Ταυσερεπις
Πατρασνούφις,Πατρασνουφις
Κεθανούπις,Κεθανουπις
Τανεβτυνις,Τανεβτυνις
Τανώτις,Τανωτις
Πατρεμιθις,Πατρεμιθις
Θοεμήσις,Θοεμησις
Παχομπατεύρις,Παχομπατευρις
Θώψις,Θωψις
Ταώφις,Ταωφις
Ταθενατύμις,Ταθενατυμις
Φενχομνάχθις,Φενχομναχθις
Παναχώρις,Παναχωρις
Πετεαρούρις,Πετεαρουρις
Τεσίχις,Τεσιχις
Ἀβήλις,Αβηλις
Ψεμώνθις,Ψεμωνθις
Στοτοηότις,Στοτοηοτις
Ἀβουκις,Αβουκις
Ψινθουβασθις,Ψινθουβασθις
Πενφαήρις,Πενφαηρις
Τσεσνουφις,Τσεσνουφις
Πμουνεμούνις,Πμουνεμουνις
Στιύγχις,Στιυγχις
Κενθνούφις,Κενθνουφις
Πεστοσείρις,Πεστοσειρις
Ψούφις,Ψουφις
Τμουνονκοησις,Τμουνονκοησις
Κελίβις,Κελιβις
Πετεαρμώθις,Πετεαρμωθις
Τελβάβις,Τελβαβις
Πεναμούνις,Πεναμουνις
Ἐνούπις,Ενουπις
Σοΐρις,Σοιρις
Φεώφις,Φεωφις
Βιήνγχις,Βιηνγχις
Οὐρσενούφις,Ουρσενουφις
Ἐπιτεύξις,Επιτευξις
Θενστοτοήτις,Θενστοτοητις
Θεναπύγις,Θεναπυγις
Ὀννόφφρις,Οννοφφρις
Διεμούνις,Διεμουνις
Νεκτανούφις,Νεκτανουφις
Σωκμήνις,Σωκμηνις
Ποτύμις,Ποτυμις
Ψενοσόρις,Ψενοσορις
Παπνούνις,Παπνουνις
Πατολώλις,Πατολωλις
Νεστήσις,Νεστησις
Ψενταμιώσις,Ψενταμιωσις
Τασοκονώφις,Τασοκονωφις
Μουχις,Μουχις
Θεονίς,Θεονις
Μεσμούϊς,Μεσμουις
Τανούλις,Τανουλις
Ἀτπήεις,Ατπηεις
Ταβεῖς,Ταβεις
Ἁρσοίς,Αρσοις
Καστορίς,Καστορις
Λουβάις,Λουβαις
Θιθιώεις,Θιθιωεις
Μοχλιτίς,Μοχλιτις
Τάμις,Ταμις
Τσεντεηίς,Τσεντεηις
Ἁρκονήσις,Αρκονησις
Μαράνις,Μαρανις
Θαμόϊς,Θαμοις
Πιβούεις,Πιβουεις
Μελιπαῖς,Μελιπαις
Φανάις,Φαναις
Ψενεμχόις,Ψενεμχοις
Ἑρμόις,Ερμοις
Ταήζις,Ταηζις
Σώις,Σωις
Σενψόις,Σενψοις
Διδῖς,Διδις
Χεεῖς,Χεεις
Πνεφερσόις,Πνεφερσοις
Τσενψόις,Τσενψοις
Σιναις,Σιναις
Τεφορσάεις,Τεφορσαεις
Ἀχειλλίς,Αχειλλις
Σεναρμάις,Σεναρμαις
Πετεαρενδωτίς,Πετεαρενδωτις
Σενψονταψάϊς,Σενψονταψαις
Κοτούις,Κοτουις
Πετεψόις,Πετεψοις
Τμόις,Τμοις
Θεονεῖς,Θεονεις
Χενψόις,Χενψοις
Κωμωνίς,Κωμωνις
Ψενταρψάις,Ψενταρψαις
Τανοῖς,Τανοις
Θαμίς,Θαμις
Πετενήις,Πετενηις
Πικούις,Πικουις
Ὀρβάεις,Ορβαεις
Πανααις,Πανααις
Νεκφερῶις,Νεκφερωις
Χεμψόις,Χεμψοις
Σνιβάις,Σνιβαις
Φιλωτίς,Φιλωτις
Κοπτῖτις,Κοπτιτις
Ψενσενπισάϊς,Ψενσενπισαις
Ταφόεις,Ταφοεις
Σενπάσεις,Σενπασεις
Τναφερσόϊς,Τναφερσοις
Πηαις,Πηαις
Σεναρενπάϊς,Σεναρενπαις
Ἀψόις,Αψοις
Τάννεις,Ταννεις
Φμαρσεις,Φμαρσεις
Ἁρήμις,Αρημις
Ταπασεῖς,Ταπασεις
Πτόλεις,Πτολεις
Σωιτηρίς,Σωιτηρις
Φελόις,Φελοις
Ξεναρχίς,Ξεναρχις
Ἑλκουεῖς,Ελκουεις
Ἴλις,Ιλις
Τακονάεις,Τακοναεις
Μαχόις,Μαχοις
Τεφερώϊς,Τεφερωις
Τιθοεσάις,Τιθοεσαις
Σκουλις,Σκουλις
Θαισάις,Θαισαις
Ἀμαύσις,Αμαυσις
Νίς,Νις
Θιθοεῖς,Θιθοεις
Ἀχιλίς,Αχιλις
Παθραις,Παθραις
Ἐσερτάεις,Εσερταεις
Ἁμολεῖς,Αμολεις
Τακωνάεις,Τακωναεις
Θβις,Θβις
Ψεντολώις,Ψεντολωις
Κομμωνίς,Κομμωνις
Παχομσαίς,Παχομσαις
Σουμηεῖς,Σουμηεις
Καπέσις,Καπεσις
Νεείσις,Νεεισις
Δειδεῖς,Δειδεις
Ἐνκρίς,Ενκρις
Πατασάϊς,Πατασαις
Ταφοῖς,Ταφοις
Στεφανηφορίς,Στεφανηφορις
Σενκεμούις,Σενκεμουις
Σεναρυώδις,Σεναρυωδις
Ἰμώις,Ιμωις
Τεναπεῖς,Τεναπεις
Θειακεῖς,Θειακεις
Σιλώις,Σιλωις
Θαμαίς,Θαμαις
Κοπανεῖς,Κοπανεις
Ὀσιαράπις,Οσιαραπις
Ληδοίς,Ληδοις
Ταπούεις,Ταπουεις
Ταμμεῖς,Ταμμεις
Σωμάις,Σωμαις
Ζευθίς,Ζευθις
Αφεις,Αφεις
Θεωξενίς,Θεωξενις
Ἡροείς,Ηροεις
Περσείς,Περσεις
Πετωφόις,Πετωφοις
Σενσαισάις,Σενσαισαις
Τνίνις,Τνινις
Πατμητίς,Πατμητις
Φιλοσεράπις,Φιλοσεραπις
Πελπήϊς,Πελπηις
Θρυίτις,Θρυιτις
Τετεαθήρις,Τετεαθηρις
Κολλαεῖς,Κολλαεις
Τουόρτις,Τουορτις
Θειωνίς,Θειωνις
Τανονήις,Τανονηις
Ψενμάις,Ψενμαις
Τβαιάις,Τβαιαις
Ἁρψόις,Αρψοις
Καλλαῖς,Καλλαις
Σερώις,Σερωις
Ψέις,Ψεις
Λέωνις,Λεωνις
Γναθυλλίς,Γναθυλλις
Αὔτις,Αυτις
Λυβαις,Λυβαις
Λέονις,Λεονις
Θιθιόις,Θιθιοις
Ψεννουσιρίς,Ψεννουσιρις
Κμήεις,Κμηεις
Σαμώις,Σαμωις
Εὐλαίς,Ευλαις
Ἀταργάτις,Αταργατις
Θαεισάις,Θαεισαις
Τοτορχοίς,Τοτορχοις
Σεσονφνόϊς,Σεσονφνοις
Τουάις,Τουαις
Νάσις,Νασις
Διοφαντίς,Διοφαντις
Ζάννις,Ζαννις
Ταμόις,Ταμοις
Χαμμώις,Χαμμωις
Πτοΐς,Πτοις
Τακνήϊς,Τακνηις
Παουῖς,Παουις
Ὀσείρις,Οσειρις
Ἑλλάϊς,Ελλαις
Ξόις,Ξοις
Τασισοεῖς,Τασισοεις
Νικόεις,Νικοεις
Εἴσις,Εισις
Σοσιφάϊς,Σοσιφαις
Σαραμούις,Σαραμουις
Ἀνεμψάις,Ανεμψαις
Τωψάις,Τωψαις
Τκατέις,Τκατεις
Φαμόις,Φαμοις
Πτολομαίς,Πτολομαις
Ταφορσάις,Ταφορσαις
Πετεγνήϊς,Πετεγνηις
Ταπυώτις,Ταπυωτις
Κεπεῖς,Κεπεις
Σαρανόις,Σαρανοις
Πατνεφερσόις,Πατνεφερσοις
Ταφάσεις,Ταφασεις
Ἐσορσόις,Εσορσοις
Ταερίς,Ταερις
Ὀψόις,Οψοις
Ψονσαισάις,Ψονσαισαις
Ὀνήσεις,Ονησεις
Τασισόις,Τασισοις
Φμούις,Φμουις
Κομψοίς,Κομψοις
Κάδιτος,Καδιτος
Παυῖς,Παυις
Σεναρηωτίς,Σεναρηωτις
Τεεφμόϊς,Τεεφμοις
Καρτήις,Καρτηις
Πετεπμουεῖς,Πετεπμουεις
Χερμονίς,Χερμονις
Πεήις,Πεηις
Μετάις,Μεταις
Τεορεμμαίς,Τεορεμμαις
Ταφάσις,Ταφασις
Κικόις,Κικοις
Ταρυώτις,Ταρυωτις
Ψηουεῖς,Ψηουεις
Βερηις,Βερηις
Τεψάϊς,Τεψαις
Ἁρφόις,Αρφοις
Σενπανεχάτις,Σενπανεχατις
Διοσκορίς,Διοσκορις
Καλλινίς,Καλλινις
Σνιβλάις,Σνιβλαις
Βακχίς,Βακχις
Σενσάις,Σενσαις
Ἀλλώις,Αλλωις
Σεφθομοις,Σεφθομοις
Πρίς,Πρις
Πατμώις,Πατμωις
Θαμουίς,Θαμουις
Πανσισόις,Πανσισοις
Τιεράπμις,Τιεραπμις
Φαιεις,Φαιεις
Ταπέεις,Ταπεεις
Σαισάις,Σαισαις
Φοβῖς,Φοβις
Φθιμούϊς,Φθιμουις
Θευκάνις,Θευκανις
Πανναῖς,Πανναις
Μαψόις,Μαψοις
Ἁρποκρατίς,Αρποκρατις
Ζωτηρίς,Ζωτηρις
Ἕλκεις,Ελκεις
Θαυῖς,Θαυις
Πιτιθόις,Πιτιθοις
Πατεφμόις,Πατεφμοις
Θεαγονίς,Θεαγονις
Φιμούις,Φιμουις
Σεμθοίς,Σεμθοις
Ταποσεῖς,Ταποσεις
Ψενσεναρεσάις,Ψενσεναρεσαις
Πετεμψάις,Πετεμψαις
Βεεῖς,Βεεις
Μητίσις,Μητισις
Ἀθώτις,Αθωτις
Τροσις,Τροσις
Παθήις,Παθηις
Πετώυσις,Πετωυσις
Πενήεις,Πενηεις
Παντωνυμίς,Παντωνυμις
Πιχόις,Πιχοις
Θασάις,Θασαις
Σινέεις,Σινεεις
Ἔγλις,Εγλις
Ταποίς,Ταποις
Ταπαώις,Ταπαωις
Ὄρσις,Ορσις
Θέμις,Θεμις
Ἁρεμφώις,Αρεμφωις
Ἀρδέμις,Αρδεμις
Ἐρεεῖς,Ερεεις
Σεσοφνόϊς,Σεσοφνοις
Σαβαθώις,Σαβαθωις
Κοσιτίς,Κοσιτις
Πετεβασμις,Πετεβασμις
Πεθεπῖς,Πεθεπις
Ταεκτορίς,Ταεκτορις
Λαβάεις,Λαβαεις
Παχοψαίς,Παχοψαις
Κωκσάις,Κωκσαις
Φενοπώις,Φενοπωις
Τααίς,Τααις
Παιμόις,Παιμοις
Χρώτις,Χρωτις
Ταυήϊς,Ταυηις
Ψηφιγεῖς,Ψηφιγεις
Παεεις,Παεεις
Παγώϊς,Παγωις
Ταμψώις,Ταμψωις
Ἁρεσάϊς,Αρεσαις
Τεκμήεις,Τεκμηεις
Παβουψοεῖς,Παβουψοεις
Σεβάις,Σεβαις
Τερεψάις,Τερεψαις
Ἁρψάις,Αρψαις
Ταυμαῖς,Ταυμαις
Σωτερίς,Σωτερις
Μακίς,Μακις
Ταπήις,Ταπηις
Ἀωρσενάπις,Αωρσεναπις
Πετεπεμσάις,Πετεπεμσαις
Βέρεις,Βερεις
Τκούις,Τκουις
Μάννις,Μαννις
Φνεβσῆις,Φνεβσηις
Χρησηΐς,Χρησηις
Ταφώις,Ταφωις
Πασαραῖς,Πασαραις
Ταουῖς,Ταουις
Ἀννεῖς,Αννεις
Κλεαινίς,Κλεαινις
Τκετῖς,Τκετις
Ἑρμογενίς,Ερμογενις
Πολλίς,Πολλις
Ἀμμῖς,Αμμις
Θαυτῆις,Θαυτηις
Χάδις,Χαδις
Παστόις,Παστοις
Τευθεῖς,Τευθεις
Ταπατμούις,Ταπατμουις
Παρεψάις,Παρεψαις
Πουσεῖς,Πουσεις
Μάλλις,Μαλλις
Σωμανιδίς,Σωμανιδις
Πετεσεῖς,Πετεσεις
Ψενμούις,Ψενμουις
Θερεψόις,Θερεψοις
Ψοσνάις,Ψοσναις
Τισάεις,Τισαεις
Ταβόϊς,Ταβοις
Σκόις,Σκοις
Πλουτογενίς,Πλουτογενις
Τκαεῖς,Τκαεις
Δροξαλίς,Δροξαλις
Ἀγατίτις,Αγατιτις
Ἀβέλλις,Αβελλις
Ἀριστόκοις,Αριστοκοις
Ἀννοεῖς,Αννοεις
Σαραπανούβις,Σαραπανουβις
Πετιαχρίς,Πετιαχρις
Ὁρκούεις,Ορκουεις
Τίτουτις,Τιτουτις
Μέφις,Μεφις
Ἀθάσις,Αθασις
Ἐπεῖς,Επεις
Κωμμωνίς,Κωμμωνις
Θεψεῖς,Θεψεις
Ναίς,Ναις
Τριαδελφίς,Τριαδελφις
Λιλλάις,Λιλλαις
Ταλοβάις,Ταλοβαις
Ἑρμᾶος,Ερμαος
Οὐηρηκόνδος,Ουηρηκονδος
Φακάνδος,Φακανδος
Πετραῖος,Πετραιος
Ἀλεξένικος,Αλεξενικος
Δμιατος,Δμιατος
Φάος,Φαος
Ψενταχοῦμος,Ψενταχουμος
Κολλαύτιος,Κολλαυτιος
Στατείλιος,Στατειλιος
Πικόλαος,Πικολαος
Ἱππόλιτος,Ιππολιτος
Παμοννήειος,Παμοννηειος
Γέμελος,Γεμελος
Ὀταρναῖος,Οταρναιος
Κάνδιδος,Κανδιδος
Πλούσειος,Πλουσειος
Μιύειος,Μιυειος
Σενπορεμαῖος,Σενπορεμαιος
Σενσοῦχος,Σενσουχος
Γεμμαῖος,Γεμμαιος
Πλᾶντος,Πλαντος
Ἰούιος,Ιουιος
Ἄνικος,Ανικος
Παβᾶνος,Παβανος
Μηδρόδωρος,Μηδροδωρος
Παθάντος,Παθαντος
Σώταιος,Σωταιος
Γερώντιος,Γερωντιος
Φεβραῖος,Φεβραιος
Μειός,Μειος
Πιλαῖος,Πιλαιος
Τπουιος,Τπουιος
Ἐροῦτος,Ερουτος
Ζωβαῖος,Ζωβαιος
Αδωρος,Αδωρος
Φυλαξιθαλάσιος,Φυλαξιθαλασιος
Πανχράτιος,Πανχρατιος
Ἄνειος,Ανειος
Πετούσιος,Πετουσιος
Σενπάβευος,Σενπαβευος
Χαρίσειος,Χαρισειος
Σαμσαιος,Σαμσαιος
Περναῖος,Περναιος
Θεόγνωτος,Θεογνωτος
Οὐέγετος,Ουεγετος
Ἀγχορυμφος,Αγχορυμφος
Ἄννανος,Αννανος
Σιλούειος,Σιλουειος
Σοισόιτος,Σοισοιτος
Κλεαίνετος,Κλεαινετος
Γοδδάος,Γοδδαος
Ἀούϊος,Αουιος
Ὠκεάνειος,Ωκεανειος
Χαρείδημος,Χαρειδημος
Ἀγχοριμφος,Αγχοριμφος
Χαρμίπος,Χαρμιπος
Σλεύσιος,Σλευσιος
Νεώφυτος,Νεωφυτος
Πκάλιος,Πκαλιος
Γελόντιος,Γελοντιος
Παμοντκύσιος,Παμοντκυσιος
Κυλλάστιος,Κυλλαστιος
Ἑλλάτιος,Ελλατιος
Τιμότιος,Τιμοτιος
Κρηκέντιος,Κρηκεντιος
Σέρουιος,Σερουιος
Μωσαῖος,Μωσαιος
Μάσιος,Μασιος
Πεταρμάιος,Πεταρμαιος
Ἀβολλώνιος,Αβολλωνιος
Μαγαῖος,Μαγαιος
Νειτειχος,Νειτειχος
Πουρούσιος,Πουρουσιος
Λώρειος,Λωρειος
Ἀγχαριμφος,Αγχαριμφος
Ῥάετος,Ραετος
Θεόδωτος,Θεοδωτος
Ημεναῖος,Ημεναιος
Παμόντιος,Παμοντιος
Πετνῦτος,Πετνυτος
Σαμπαθαῖος,Σαμπαθαιος
Ἠλισσιαῖος,Ηλισσιαιος
Φακόντος,Φακοντος
Σενναῖος,Σενναιος
Παμονήϊος,Παμονηιος
Τάκειτος,Τακειτος
Ἀθηνώδωρος,Αθηνωδωρος
Ἐπαφρόζειτος,Επαφροζειτος
Ἀγριππιανός,Αγριππιανος
Σερούαντος,Σερουαντος
Οὐκάτιος,Ουκατιος
Τόνσναος,Τονσναος
Ζμάρακδος,Ζμαρακδος
Βααδάδαδος,Βααδαδαδος
Νῶνος,Νωνος
Ἀβάσσκαντος,Αβασσκαντος
Κολλαῦθος,Κολλαυθος
Πανεμμηιειος,Πανεμμηιειος
Ὑβρίλαος,Υβριλαος
Παπνοῦτος,Παπνουτος
Ἀρίγνωτος,Αριγνωτος
Πεδουκαῖος,Πεδουκαιος
Κῶνος,Κωνος
Τασήσιος,Τασησιος
Πετεμῖνος,Πετεμινος
Ἁρμιώσιος,Αρμιωσιος
Πάαος,Πααος
Ἀνθεστιανός,Ανθεστιανος
Ψαραπόδωρος,Ψαραποδωρος
Πασοκνεφαιος,Πασοκνεφαιος
Πκουίτος,Πκουιτος
Ξενόδοτος,Ξενοδοτος
Ἀλάξανδρος,Αλαξανδρος
Βονώσιος,Βονωσιος
Διόδωτος,Διοδωτος
Νεράτιος,Νερατιος
Φέστιος,Φεστιος
Ὕπατος,Υπατος
Μητροδότος,Μητροδοτος
Ἀγαπητὸς,Αγαπητος
Πιθόλαος,Πιθολαος
Φλαύτιος,Φλαυτιος
Πομπέιος,Πομπειος
Θωταρτᾶος,Θωταρταος
Καλισστρατος,Καλισστρατος
Πιατιαῖος,Πιατιαιος
Ἀμωνιανὸς,Αμωνιανος
Πτολλεμαῖος,Πτολλεμαιος
Πεβώτιος,Πεβωτιος
Εὐράσιος,Ευρασιος
Κρήσκεντος,Κρησκεντος
Παθέτιος,Παθετιος
Γέντιος,Γεντιος
Ἴπατος,Ιπατος
Σενπανίσκος,Σενπανισκος
Ἀμμονιανὸς,Αμμονιανος
Παμμιτος,Παμμιτος
Αλοβεδος,Αλοβεδος
Ἄπετος,Απετος
Σαρος,Σαρος
Νουμίσιος,Νουμισιος
Πανέτιος,Πανετιος
Ἵλαος,Ιλαος
Ποσειτῶνος,Ποσειτωνος
Λέπιδος,Λεπιδος
Ψανόκιος,Ψανοκιος
Νατάλειος,Ναταλειος
Οὐολύσσιος,Ουολυσσιος
Κρησίλαος,Κρησιλαος
Ναβουσάμαος,Ναβουσαμαος
Κόμοδος,Κομοδος
Λέβιτος,Λεβιτος
Ἀκύλος,Ακυλος
Σιάιτος,Σιαιτος
Ψεαθυρειος,Ψεαθυρειος
Ἰουνακέντιος,Ιουνακεντιος
Κάλανδος,Καλανδος
Ἰαζειδαῖος,Ιαζειδαιος
Νίκειτος,Νικειτος
Ἀθηνώτωρος,Αθηνωτωρος
Ἴακρος,Ιακρος
Διόσδοτος,Διοσδοτος
Εὑρέσιος,Ευρεσιος
Πτολαιμεῖος,Πτολαιμειος
Συντήριχος,Συντηριχος
Παμψενώσιος,Παμψενωσιος
Πασσατος,Πασσατος
Ἰνδός,Ινδος
Θαλάσειος,Θαλασειος
Ἀλβανὸς,Αλβανος
Φλαύειος,Φλαυειος
Φιλορώμαιος,Φιλορωμαιος
Καλίστρατος,Καλιστρατος
Πτολεμᾶος,Πτολεμαος
Πετεμενωφειος,Πετεμενωφειος
Ἄσημος,Ασημος
Σεκοῦνδος,Σεκουνδος
Μερσισοῦχος,Μερσισουχος
Σέργειος,Σεργειος
Ἀρχίλαος,Αρχιλαος
Σιγρίτιος,Σιγριτιος
Τιούτιος,Τιουτιος
Οὐολύσιος,Ουολυσιος
Βουτάραος,Βουταραος
Λεοντῦς,Λεοντυς
Ἀρμᾶτυς,Αρματυς
Πετῦς,Πετυς
Θωθυς,Θωθυς
Πατῶυς,Πατωυς
Ἠῦς,Ηυς
Πετειυς,Πετειυς
Ἰσεῶυς,Ισεωυς
Χενσιπτυς,Χενσιπτυς
Σενπεαμῦς,Σενπεαμυς
Σοκῶυς,Σοκωυς
Σοκῆυς,Σοκηυς
Δονομαζυς,Δονομαζυς
Ερησυς,Ερησυς
Οκιυς,Οκιυς
Αὐρήλιυς,Αυρηλιυς
Ἀμεσυς,Αμεσυς
Χεμπνηῦς,Χεμπνηυς
Νειλυς,Νειλυς
Ἀνῦς,Ανυς
Πρεμπεγβυς,Πρεμπεγβυς
Παυῦς,Παυυς
Ἡδυς,Ηδυς
Φασιῆυς,Φασιηυς
Πανῦς,Πανυς
Ἀφφῦς,Αφφυς
Ἁρπῶυς,Αρπωυς
Ταθῶυς,Ταθωυς
Διοσκῦς,Διοσκυς
Ταννοῦς,Ταννους
Πελωῦς,Πελωυς
Ἀχιλλὺς,Αχιλλυς
Πελῦς,Πελυς
Τριταμὺς,Τριταμυς
Πανετβηῦς,Πανετβηυς
Κοπρῦς,Κοπρυς
Χελῶυς,Χελωυς
Ἁσῦς,Ασυς
Σῦς,Συς
Νεφερῦς,Νεφερυς
Ταρκυς,Ταρκυς
Ατομμυς,Ατομμυς
Ἀνυπῶυς,Ανυπωυς
Θασοατυς,Θασοατυς
Παθιῦς,Παθιυς
Ἀηῦς,Αηυς
Σενχενσνηῦς,Σενχενσνηυς
Τυς,Τυς
Θαμῦς,Θαμυς
Πεειῦς,Πεειυς
Ψεντκυς,Ψεντκυς
Ὀρσεηῦς,Ορσεηυς
Ἀμερῦς,Αμερυς
Μιυς,Μιυς
Ἀφῦς,Αφυς
Νεχθφερῶυς,Νεχθφερωυς
Πνεφερῶυς,Πνεφερωυς
Ταῆυς,Ταηυς
Ἀλλαμῦς,Αλλαμυς
Πογγῶυς,Πογγωυς
Θυς,Θυς
Φηυς,Φηυς
Ἁρμιῦσυς,Αρμιυσυς
Παχυς,Παχυς
Σίλλυς,Σιλλυς
Ἀσκλῦς,Ασκλυς
Ἀπύγχυς,Απυγχυς
Ἁρυς,Αρυς
Παχιαιμῦς,Παχιαιμυς
Πατῦς,Πατυς
Ἁρθρῶυς,Αρθρωυς
Πανομιηῦς,Πανομιηυς
Διδῦς,Διδυς
Νεκφερῶυς,Νεκφερωυς
Νεκθφερῶυς,Νεκθφερωυς
Πόλυς,Πολυς
Φανεσλὺς,Φανεσλυς
Πανετβυς,Πανετβυς
Εσορσυς,Εσορσυς
Φῶυς,Φωυς
Πακτεῦς,Πακτευς
Ἐσορεῦς,Εσορευς
Φαιεῦς,Φαιευς
Ἁρποκῶυς,Αρποκωυς
Πειωῦς,Πειωυς
Θηρεῦς,Θηρευς
Τεπετερεῦς,Τεπετερευς
Ἀρτῦς,Αρτυς
Πεεβωῦς,Πεεβωυς
Τνεφερώυς,Τνεφερωυς
Πχεμτερήϋς,Πχεμτερηυς
Ταηρακλεῦς,Ταηρακλευς
Σεραηῦς,Σεραηυς
Διακονεῦς,Διακονευς
Κιχῦς,Κιχυς
Θαιῦς,Θαιυς
Τσενψονσνεῦς,Τσενψονσνευς
Χενσνεῦς,Χενσνευς
Νεφόρυς,Νεφορυς
Πανβεῦς,Πανβευς
Ταρυς,Ταρυς
Ψῦς,Ψυς
Παπνεῦς,Παπνευς
Πακεῦς,Πακευς
Τώυς,Τωυς
Τανεγβεῦς,Τανεγβευς
Τιμυτ,Τιμυτ
Πατφεῦς,Πατφευς
Τεφορσεῦς,Τεφορσευς
Καυτῦς,Καυτυς
Ταορσηῦς,Ταορσηυς
Πεμεῦς,Πεμευς
Πατκῦς,Πατκυς
Καλαμεῦς,Καλαμευς
Νικύς,Νικυς
Φιλυς,Φιλυς
Πεηῦς,Πεηυς
Μοναβοῦς,Μοναβους
Πειηῦς,Πειηυς
Θοτσῦς,Θοτσυς
Πετενεβθῶυς,Πετενεβθωυς
Τινεῦς,Τινευς
Θενορσεῦς,Θενορσευς
Λεευς,Λεευς
Σαταβυς,Σαταβυς
Πενηῦς,Πενηυς
Πιβεψεῦς,Πιβεψευς
Πρεῦς,Πρευς
Ταεπεῦς,Ταεπευς
Σεκενεῦς,Σεκενευς
Τααρμιεῦς,Τααρμιευς
Ψεντεισεῦς,Ψεντεισευς
Λωεῦς,Λωευς
Πανετωηῦς,Πανετωηυς
Ψεντορεῦς,Ψεντορευς
Ὠρσεῦς,Ωρσευς
Λαγώυς,Λαγωυς
Ψεντεισωτεῦς,Ψεντεισωτευς
Ταπετερεῦς,Ταπετερευς
Ἑρματῦς,Ερματυς
Χλιτινεῦς,Χλιτινευς
Κοσθῶυς,Κοσθωυς
Πενεήυς,Πενεηυς
Φρίυς,Φριυς
Φρεμεῦς,Φρεμευς
Μιώυς,Μιωυς
Πρωῦς,Πρωυς
Μαγῦς,Μαγυς
Εὔτρυς,Ευτρυς
Τεαρεῦς,Τεαρευς
Πενδεῦς,Πενδευς
Σαρεῦς,Σαρευς
Τεώυς,Τεωυς
Ταψοσνεῦς,Ταψοσνευς
Σενπαβεῦς,Σενπαβευς
Πααβεῦς,Πααβευς
Σενπανσνεῦς,Σενπανσνευς
Παλεμοῦς,Παλεμους
Τεβενεῦς,Τεβενευς
Πεμσεῦς,Πεμσευς
Ταχλεῦς,Ταχλευς
Πασίθυς,Πασιθυς
Παστῦς,Παστυς
Τιῦς,Τιυς
Σενθωῦς,Σενθωυς
Καριδοῦς,Καριδους
Σενχονσνεῦς,Σενχονσνευς
Ἐκονεῦς,Εκονευς
Ἡρίσυς,Ηρισυς
Νείκυς,Νεικυς
Μονοῦς,Μονους
Κανβαροῦς,Κανβαρους
Τεσβυς,Τεσβυς
Ψενσενφθεῦς,Ψενσενφθευς
Ψανεῦς,Ψανευς
Ἰεῦς,Ιευς
Τκόννυς,Τκοννυς
Παρεῦς,Παρευς
Πατεμρυς,Πατεμρυς
Ἁρσοντωυς,Αρσοντωυς
Πραπεθεῦς,Πραπεθευς
Ἀμώυς,Αμωυς
Ταπιεῦς,Ταπιευς
Τιηυς,Τιηυς
Πανισκεῦς,Πανισκευς
Ματῦς,Ματυς
Καστορεῦς,Καστορευς
Σεντωυς,Σεντωυς
Τασιεῦς,Τασιευς
Ασσανος,Ασσανος
Πετοβάστος,Πετοβαστος
Ἀσκληπῖνος,Ασκληπινος
Πλίτινος,Πλιτινος
Χρυστός,Χρυστος
Ἰουνιανός,Ιουνιανος
Δεξτεριανός,Δεξτεριανος
Μουκιανὸς,Μουκιανος
Οὐνῆστος,Ουνηστος
Κουκλιανὸς,Κουκλιανος
Εὐποριανὸς,Ευποριανος
Υιοστῖνος,Υιοστινος
Σκοῖνος,Σκοινος
Νωβιλιανὸς,Νωβιλιανος
Ῥῆκτος,Ρηκτος
Κυιντιανὸς,Κυιντιανος
Εἰβᾶνος,Ειβανος
Ὀφελιανὸς,Οφελιανος
Τίλτος,Τιλτος
Φῆστος,Φηστος
Ψενος,Ψενος
Ζονινος,Ζονινος
Ὑπερήφανος,Υπερηφανος
Οὐετιλλιανὸς,Ουετιλλιανος
Βούρανος,Βουρανος
Τερτυλλεῖνος,Τερτυλλεινος
Γέμειστος,Γεμειστος
Κρησκεντιανός,Κρησκεντιανος
Πρεμψαίμτος,Πρεμψαιμτος
Ἀνεῖνος,Ανεινος
Σευηρῖνος,Σευηρινος
Σαλεεῖνος,Σαλεεινος
Ζοναινος,Ζοναινος
Μηουιανὸς,Μηουιανος
