Full_Name,Plain_Name
Ἠλίττας,Ηλιττας
Ἠνείας,Ηνειας
Ἠνεισίας,Ηνεισιας
Ἡνίας,Ηνιας
Ἠπειρώτας,Ηπειρωτας
Ἡραιάς,Ηραιας
Ἡρακᾶς,Ηρακας
Ἡρακληΐδας,Ηρακληιδας
Ἡραώνδας,Ηραωνδας
Ἡρίδας,Ηριδας
Ἠρίλας,Ηριλας
Ἡριππίδας,Ηριππιδας
Ἡροΐδας,Ηροιδας
Ἡροκᾶς,Ηροκας
Ἡροφᾶς,Ηροφας
Ἡρύας,Ηρυας
Ἡρωΐδας,Ηρωιδας
Ἠσχίνας,Ησχινας
Ἠσχριώνδας,Ησχριωνδας
Θαίβας,Θαιβας
Θαιήτας,Θαιητας
Θαλέας,Θαλεας
Θαλήτας,Θαλητας
Θαλιαρχίδας,Θαλιαρχιδας
Θαλυκίδας,Θαλυκιδας
Θαλωνίδας,Θαλωνιδας
Θάμφλας,Θαμφλας
Θαρραγόρας,Θαρραγορας
Θαρρυμάχας,Θαρρυμαχας
Θαρσαγόρας,Θαρσαγορας
Θαρσήτας,Θαρσητας
Θαρσιάδας,Θαρσιαδας
Θαρσιλαΐδας,Θαρσιλαιδας
Θαρσυδάμας,Θαρσυδαμας
Θαρσυδίκας,Θαρσυδικας
Θαρτέας,Θαρτεας
Θαρυκίδας,Θαρυκιδας
Θασίλας,Θασιλας
Θαυμασίας,Θαυμασιας
Θαυμέας,Θαυμεας
Θαυμίνας,Θαυμινας
Θαχαμφλίας,Θαχαμφλιας
Θεαγενίδας,Θεαγενιδας
Θεαρίδας,Θεαριδας
Θεασίδας,Θεασιδας
Θεδωρίδας,Θεδωριδας
Θειβάδας,Θειβαδας
Θειβᾶς,Θειβας
Θειναρχίδας,Θειναρχιδας
Θέκας,Θεκας
Θελξαγόρας,Θελξαγορας
Θεμίας,Θεμιας
Θεμιστέας,Θεμιστεας
Θεμιστίας,Θεμιστιας
Θεμιστοκλέας,Θεμιστοκλεας
Θεμιστοκλίας,Θεμιστοκλιας
Θεμιστόλας,Θεμιστολας
Θεμισφᾶς,Θεμισφας
Θεογειτώνδας,Θεογειτωνδας
Θεογιτονίδας,Θεογιτονιδας
Θεογνωτίδας,Θεογνωτιδας
Θεοδάμας,Θεοδαμας
Θεοδέκτας,Θεοδεκτας
Θεοδίας,Θεοδιας
Θεοδοτίδας,Θεοδοτιδας
Θεοδώτας,Θεοδωτας
Θεοζοτίδας,Θεοζοτιδας
Θεοίτας,Θεοιτας
Θεοκλείδας,Θεοκλειδας
Θεοκλίδας,Θεοκλιδας
Θεοκτᾶς,Θεοκτας
Θεοκτίδας,Θεοκτιδας
Θεόλας,Θεολας
Θεομηλίδας,Θεομηλιδας
Θεοξενίδας,Θεοξενιδας
Θεοπομπίδας,Θεοπομπιδας
Θεοπροκίδας,Θεοπροκιδας
Θεοπροπίδας,Θεοπροπιδας
Θεοτιμίδας,Θεοτιμιδας
Θεόττας,Θεοττας
Θεοφαμίδας,Θεοφαμιδας
Θεοφείδας,Θεοφειδας
Θεοφιλίδας,Θεοφιλιδας
Θεοχαρμίδας,Θεοχαρμιδας
Θερίας,Θεριας
Θερίννας,Θεριννας
Θερρίλας,Θερριλας
Θερσανδρίδας,Θερσανδριδας
Θέρσας,Θερσας
Θερσέας,Θερσεας
Θερσίλας,Θερσιλας
Θερσίτας,Θερσιτας
Θερσούνδας,Θερσουνδας
Θερσουνίδας,Θερσουνιδας
Θεστέας,Θεστεας
Θεστίας,Θεστιας
Θεστιάς,Θεστιας
Θεστίδας,Θεστιδας
Θεστορίδας,Θεστοριδας
Θευδαγόρας,Θευδαγορας
Θευδίας,Θευδιας
Θευδωρίδας,Θευδωριδας
Θευκλείδας,Θευκλειδας
Θευκλυτίδας,Θευκλυτιδας
Θευξενίδας,Θευξενιδας
Θευπροπίας,Θευπροπιας
Θευπροπίδας,Θευπροπιδας
Θευτᾶς,Θευτας
Θευτιμίδας,Θευτιμιδας
Θευφαμίδας,Θευφαμιδας
Θευφιλίδας,Θευφιλιδας
Θεωγᾶς,Θεωγας
Θεωνίδας,Θεωνιδας
Θεώτας,Θεωτας
Θηβαγόρας,Θηβαγορας
Θηβάδας,Θηβαδας
Θηγόρας,Θηγορας
Θηρατίδας,Θηρατιδας
Θηρήας,Θηρηας
Θηρίας,Θηριας
Θηρίνας,Θηρινας
Θηριππίδας,Θηριππιδας
Θηροδάμας,Θηροδαμας
Θιβρουνίδας,Θιβρουνιδας
Θιγγωνίδας,Θιγγωνιδας
Θιναμύας,Θιναμυας
Θίντας,Θιντας
Θιοβωλίδας,Θιοβωλιδας
Θιογνειτίδας,Θιογνειτιδας
Θιοδαμίδας,Θιοδαμιδας
Θιοδέκτας,Θιοδεκτας
Θιοδεξίλας,Θιοδεξιλας
Θιοδίξας,Θιοδιξας
Θιοκλείδας,Θιοκλειδας
Θιοκλίδας,Θιοκλιδας
Θιοκορμίδας,Θιοκορμιδας
Θιοπαλίδας,Θιοπαλιδας
Θιοπιθίδας,Θιοπιθιδας
Θιοτιμίδας,Θιοτιμιδας
Θιοφεστίδας,Θιοφεστιδας
Θιωνίδας,Θιωνιδας
Θιώτας,Θιωτας
Θοιναρχίδας,Θοιναρχιδας
Θοινέας,Θοινεας
Θοινίας,Θοινιας
Θοινίδας,Θοινιδας
Θοιώδας,Θοιωδας
Θουδᾶς,Θουδας
Θουκυδίδας,Θουκυδιδας
Θουμίας,Θουμιας
Θρασαγόρας,Θρασαγορας
Θρασίας,Θρασιας
Θρασιππίδας,Θρασιππιδας
Θρασουλαΐδας,Θρασουλαιδας
Θρασύας,Θρασυας
Θρασυβουλίδας,Θρασυβουλιδας
Θρασυγόρας,Θρασυγορας
Θρασυδάμας,Θρασυδαμας
Θρασυέας,Θρασυεας
Θρασυκλείδας,Θρασυκλειδας
Θρασυκλίδας,Θρασυκλιδας
Θρασυμηλίδας,Θρασυμηλιδας
Θρασύμμας,Θρασυμμας
Θρασώνδας,Θρασωνδας
Θριφώνδας,Θριφωνδας
Θυαίας,Θυαιας
Θυᾶς,Θυας
Θυέστας,Θυεστας
Θυϊωνίδας,Θυιωνιδας
Θυμαρίδας,Θυμαριδας
Θυμέας,Θυμεας
Θυμήτας,Θυμητας
Θυμίας,Θυμιας
Θυμωΐδας,Θυμωιδας
Θυναρχίδας,Θυναρχιδας
Θυνείας,Θυνειας
Θυνίδας,Θυνιδας
Θυνοκλίδας,Θυνοκλιδας
Θυρρειάδας,Θυρρειαδας
Θυρσιάδας,Θυρσιαδας
Θυρσίας,Θυρσιας
Θύτας,Θυτας
Θυωνίδας,Θυωνιδας
Θωΐας,Θωιας
Θώπας,Θωπας
Θωπίας,Θωπιας
Θωπίνας,Θωπινας
Θωροπίδας,Θωροπιδας
Ἰαμάς,Ιαμας
Ἱαρέας,Ιαρεας
Ἱαρέδας,Ιαρεδας
Ἱαρειάδας,Ιαρειαδας
Ἱαρείδας,Ιαρειδας
Ἰαρθᾶς,Ιαρθας
Ἱαρίδας,Ιαριδας
Ἰασονίδας,Ιασονιδας
Ἰατάδας,Ιαταδας
Ἰατροκλείδας,Ιατροκλειδας
Ἰβουβας,Ιβουβας
Ἰγέρτας,Ιγερτας
Ἰδάτας,Ιδατας
Ἰδρόμας,Ιδρομας
Ἱεράδας,Ιεραδας
Ἱεροίτας,Ιεροιτας
Ἱεροφαντίδας,Ιεροφαντιδας
Ἱερωνᾶς,Ιερωνας
Ἱερώνδας,Ιερωνδας
Ἱερωνίδας,Ιερωνιδας
Ἰηρίας,Ιηριας
Ἰθαννυρας,Ιθαννυρας
Ἰθυκλέας,Ιθυκλεας
Ἰθυλλίας,Ιθυλλιας
Ἰθύρας,Ιθυρας
Ἰκάδας,Ικαδας
Ἴκας,Ικας
Ἱκεταΐδας,Ικεταιδας
Ἱκέτας,Ικετας
Ἰκίδμας,Ικιδμας
Ἱκκότας,Ικκοτας
Ἰκμάς,Ικμας
Ἰλιάς,Ιλιας
Ἰμᾶς,Ιμας
Ἱμερόλας,Ιμερολας
Ἱμέρτας,Ιμερτας
Ἰμπεδέας,Ιμπεδεας
Ἰναχίδας,Ιναχιδας
Ἴνδας,Ινδας
Ἰνιάς,Ινιας
Ἰολαΐδας,Ιολαιδας
Ἰοπᾶς,Ιοπας
Ἰούβας,Ιουβας
Ἰουκονδάς,Ιουκονδας
Ἱπνίας,Ιπνιας
Ἱπόλας,Ιπολας
Ἱππαγόρας,Ιππαγορας
Ἱππαγρέτας,Ιππαγρετας
Ἱππαίτας,Ιππαιτας
Ἱππαίφας,Ιππαιφας
Ἱππαρχίδας,Ιππαρχιδας
Ἱππᾶς,Ιππας
Ἱππιάδας,Ιππιαδας
Ἱππισᾶς,Ιππισας
Ἱπποβάτας,Ιπποβατας
Ἱπποκλεάδας,Ιπποκλεαδας
Ἱπποκλέας,Ιπποκλεας
Ἱπποκλείδας,Ιπποκλειδας
Ἱπποκρατίδας,Ιπποκρατιδας
Ἱππολοχίδας,Ιππολοχιδας
Ἱππομενίδας,Ιππομενιδας
Ἱππονοΐδας,Ιππονοιδας
Ἱπποσθενίδας,Ιπποσθενιδας
Ἱπποτάδας,Ιπποταδας
Ἱππότας,Ιπποτας
Ἱππωνιτᾶς,Ιππωνιτας
Ἱρηκίας,Ιρηκιας
Ἰσάδας,Ισαδας
Ἰσακᾶς,Ισακας
Ἰσαρχίδας,Ισαρχιδας
Ἰσκέας,Ισκεας
Ἱσμεινίας,Ισμεινιας
Ἱσμεινικέτας,Ισμεινικετας
Ἰσμηνίας,Ισμηνιας
Ἱσμηνικέτας,Ισμηνικετας
Ἱσμινίας,Ισμινιας
Ἰσοδάμας,Ισοδαμας
Ἱσσμηνίας,Ισσμηνιας
Ἱσστιαΐδας,Ισστιαιδας
Ἰσσχίνας,Ισσχινας
Ἰσχαγόρας,Ισχαγορας
Ἰσχέας,Ισχεας
Ἰσχόλας,Ισχολας
Ἰσχυρίδας,Ισχυριδας
Ἰταλᾶς,Ιταλας
Ἰτθαννυρας,Ιτθαννυρας
Ἰφέρσας,Ιφερσας
Ἰφιάδας,Ιφιαδας
Ἰφιδάμας,Ιφιδαμας
Ἰφίκκας,Ιφικκας
Ἰφικρατίδας,Ιφικρατιδας
Ἰφιστείδας,Ιφιστειδας
Ἰχθύας,Ιχθυας
Ἰχωνίδας,Ιχωνιδας
Ἰώδας,Ιωδας
Ἰωσάρας,Ιωσαρας
Καβαλλᾶς,Καβαλλας
Κάβας,Καβας
Καβείρας,Καβειρας
Καβιρίας,Καβιριας
Καβωΐας,Καβωιας
Καβωνίδας,Καβωνιδας
Καγψίας,Καγψιας
Καδαύας,Καδαυας
Καδοας,Καδοας
Καζίνας,Καζινας
Καϊκίδας,Καικιδας
Καικινιάδας,Καικινιαδας
Καινίας,Καινιας
Καλακᾶς,Καλακας
Καλεδίας,Καλεδιας
Καλημερᾶς,Καλημερας
Καλικλέας,Καλικλεας
Καλινόμας,Καλινομας
Καλιστόλας,Καλιστολας
Καλιτιμίδας,Καλιτιμιδας
Καλλαγόρας,Καλλαγορας
Καλλείδας,Καλλειδας
Καλλεύτας,Καλλευτας
Καλλιάδας,Καλλιαδας
Καλλιαρχίδας,Καλλιαρχιδας
Καλλιγᾶς,Καλλιγας
Καλλιγενίδας,Καλλιγενιδας
Καλλιδαμίδας,Καλλιδαμιδας
Καλλικλέας,Καλλικλεας
Καλλικλείδας,Καλλικλειδας
Καλλικλίας,Καλλικλιας
Καλλικλίδας,Καλλικλιδας
Καλλικόμας,Καλλικομας
Καλλιλαΐδας,Καλλιλαιδας
Καλλίλας,Καλλιλας
Καλλιμαχίδας,Καλλιμαχιδας
Καλλίνας,Καλλινας
Καλλινικίδας,Καλλινικιδας
Καλλιπάτας,Καλλιπατας
Καλλιππίδας,Καλλιππιδας
Καλλιροΐδας,Καλλιροιδας
Καλλίτας,Καλλιτας
Καλλιτελίδας,Καλλιτελιδας
Καλλιώνδας,Καλλιωνδας
Καλοκλείδας,Καλοκλειδας
Καλοκλείνας,Καλοκλεινας
Καλοκλίδας,Καλοκλιδας
Καλωνᾶς,Καλωνας
Καλώτας,Καλωτας
Καμβάλας,Καμβαλας
Καμινᾶς,Καμινας
Καμοφίας,Καμοφιας
Κάμπας,Καμπας
Καμψίας,Καμψιας
Κανθίας,Κανθιας
Κανίτας,Κανιτας
Κανκαρᾶς,Κανκαρας
Κανναβᾶς,Κανναβας
Καπνᾶς,Καπνας
Καραΐκας,Καραικας
Καράνδας,Καρανδας
Καρζᾶς,Καρζας
Καρίας,Καριας
Καριάς,Καριας
Καριέλας,Καριελας
Καρνᾶς,Καρνας
Καρνεάδας,Καρνεαδας
Καρνεᾶς,Καρνεας
Καρνηάδας,Καρνηαδας
Καρνήδας,Καρνηδας
Καρουκίδας,Καρουκιδας
Καροφαντίδας,Καροφαντιδας
Καρπάδας,Καρπαδας
Καρπᾶς,Καρπας
Καρπιάδας,Καρπιαδας
Καρπιάς,Καρπιας
Καρποκρᾶς,Καρποκρας
Καρπωνίδας,Καρπωνιδας
Κάρσας,Καρσας
Καρταγόρας,Καρταγορας
Καρταιδάμας,Καρταιδαμας
Καρτιδάμας,Καρτιδαμας
Καρυκίδας,Καρυκιδας
Κασσιώτας,Κασσιωτας
Κασστορίδας,Κασστοριδας
Κασώπας,Κασωπας
Κατακορᾶς,Κατακορας
Κατανύσας,Κατανυσας
Κατιφᾶς,Κατιφας
Κατόκας,Κατοκας
Κατρᾶς,Κατρας
Κατυλλᾶς,Κατυλλας
Καφισιάδας,Καφισιαδας
Καφισοκλίδας,Καφισοκλιδας
Κεγχρέας,Κεγχρεας
Κεδδέας,Κεδδεας
Κελωνίας,Κελωνιας
Κεπόρας,Κεπορας
Κερδίμμας,Κερδιμμας
Κερδωνᾶς,Κερδωνας
Κερεισιάδας,Κερεισιαδας
Κερεισίας,Κερεισιας
Κερζέας,Κερζεας
Κερζούλας,Κερζουλας
Κερκᾶς,Κερκας
Κερκίδας,Κερκιδας
Κερτίμμας,Κερτιμμας
Κετρίλας,Κετριλας
Κεφαλίδας,Κεφαλιδας
Κεφίνας,Κεφινας
Κηναρτᾶς,Κηναρτας
Κητίδας,Κητιδας
Κηφιρίας,Κηφιριας
Κηφισοδάμας,Κηφισοδαμας
Κιβᾶς,Κιβας
Κικιννᾶς,Κικιννας
Κικνίας,Κικνιας
Κίλλας,Κιλλας
Κιμᾶς,Κιμας
Κινεάδας,Κινεαδας
Κινίας,Κινιας
Κινύρας,Κινυρας
Κιροάδας,Κιροαδας
Κισᾶς,Κισας
Κισκιβᾶς,Κισκιβας
Κισσίδας,Κισσιδας
Κλεαιθίδας,Κλεαιθιδας
Κλεαιχμίδας,Κλεαιχμιδας
Κλεανακτίδας,Κλεανακτιδας
Κλεανδρίδας,Κλεανδριδας
Κλεαντίδας,Κλεαντιδας
Κλεαρέτας,Κλεαρετας
Κλεαρίδας,Κλεαριδας
Κλεαρχίδας,Κλεαρχιδας
Κλειάδας,Κλειαδας
Κλειναγόρας,Κλειναγορας
Κλεινάτας,Κλεινατας
Κλείνδας,Κλεινδας
Κλεινέλας,Κλεινελας
Κλεινναγόρας,Κλεινναγορας
Κλεϊππίδας,Κλειππιδας
Κλεισαγόρας,Κλεισαγορας
Κλεισανθίδας,Κλεισανθιδας
Κλεισιμβροτίδας,Κλεισιμβροτιδας
Κλεισιππίδας,Κλεισιππιδας
Κλειταγόρας,Κλειταγορας
Κλειτανδρίδας,Κλειτανδριδας
Κλειτανορίδας,Κλειτανοριδας
Κλειτέας,Κλειτεας
Κλειτίδας,Κλειτιδας
Κλειτωνίδας,Κλειτωνιδας
Κλεμυτάδας,Κλεμυταδας
Κλεοβουλίδας,Κλεοβουλιδας
Κλεοίτας,Κλεοιτας
Κλεόκας,Κλεοκας
Κλεοκρατίδας,Κλεοκρατιδας
Κλεόλας,Κλεολας
Κλεομαχίδας,Κλεομαχιδας
Κλεόμμας,Κλεομμας
Κλεόνδας,Κλεονδας
Κλεοντίδας,Κλεοντιδας
Κλεοξενίδας,Κλεοξενιδας
Κλεοσθεσίλας,Κλεοσθεσιλας
Κλεότας,Κλεοτας
Κλεόττας,Κλεοττας
Κλεούτας,Κλεουτας
Κλεοφανίδας,Κλεοφανιδας
Κλετήας,Κλετηας
Κλεύας,Κλευας
Κλευγενίδας,Κλευγενιδας
Κλευδάμας,Κλευδαμας
Κλευμαντίδας,Κλευμαντιδας
Κλευμενίδας,Κλευμενιδας
Κλευμυτάδας,Κλευμυταδας
Κλευξενίδας,Κλευξενιδας
Κλευσίας,Κλευσιας
Κλεώνδας,Κλεωνδας
Κλεωνίδας,Κλεωνιδας
Κλεωνυμίδας,Κλεωνυμιδας
Κληγόρας,Κληγορας
Κληναγόρας,Κληναγορας
Κληνανδρίδας,Κληνανδριδας
Κληναρχίδας,Κληναρχιδας
Κληνίας,Κληνιας
Κληνίδας,Κληνιδας
Κληνικίδας,Κληνικιδας
Κληρίας,Κληριας
Κλησᾶς,Κλησας
Κλητέας,Κλητεας
Κλιαριστίδας,Κλιαριστιδας
Κλιδαμίδας,Κλιδαμιδας
Κλιμαχίας,Κλιμαχιας
Κλιμαχίδας,Κλιμαχιδας
Κλιονάστας,Κλιοναστας
Κλιοννίδας,Κλιοννιδας
Κλιόνφας,Κλιονφας
Κλιτομίας,Κλιτομιας
Κλιώνδας,Κλιωνδας
Κλονᾶς,Κλονας
Κλουμενίδας,Κλουμενιδας
Κλυμενίδας,Κλυμενιδας
Κλυτιάδας,Κλυτιαδας
Κλωνακᾶς,Κλωνακας
Κνιδιείδας,Κνιδιειδας
Κνίφας,Κνιφας
Κνωπιάδας,Κνωπιαδας
Κόας,Κοας
Κογχέας,Κογχεας
Κοδόρας,Κοδορας
Κοζίλας,Κοζιλας
Κοθήλας,Κοθηλας
Κοθίνας,Κοθινας
Κοιθᾶς,Κοιθας
Κοινίδας,Κοινιδας
Κοιρατάδας,Κοιραταδας
Κοισέας,Κοισεας
Κοισόρμας,Κοισορμας
Κοκκουβίας,Κοκκουβιας
Κοκκωνᾶς,Κοκκωνας
Κολήβας,Κοληβας
Κολκοτᾶς,Κολκοτας
Κολλυβᾶς,Κολλυβας
Κολύσστας,Κολυσστας
Κομάδας,Κομαδας
Κομάτας,Κοματας
Κομνιάδας,Κομνιαδας
Κόνας,Κονας
Κονδᾶς,Κονδας
Κοννίδας,Κοννιδας
Κοπβίδας,Κοπβιδας
Κορβείδας,Κορβειδας
Κορδίρας,Κορδιρας
Κορδώνδας,Κορδωνδας
Κορειάδας,Κορειαδας
Κορείδας,Κορειδας
Κορινθᾶς,Κορινθας
Κορινθιάς,Κορινθιας
Κοριττάς,Κοριττας
Κορμίνας,Κορμινας
Κοροπίδας,Κοροπιδας
Κορραγίδας,Κορραγιδας
Κορράτας,Κορρατας
Κορρινάδας,Κορριναδας
Κορρίνβας,Κορρινβας
Κορύλας,Κορυλας
Κορύπτας,Κορυπτας
Κορωνίδας,Κορωνιδας
Κοσίγγας,Κοσιγγας
Κοσμαγόρας,Κοσμαγορας
Κοσμόλας,Κοσμολας
Κοσσᾶς,Κοσσας
Κοσσυφᾶς,Κοσσυφας
Κοστρᾶς,Κοστρας
Κότας,Κοτας
Κοτιμίδας,Κοτιμιδας
Κοτιμμίδας,Κοτιμμιδας
Κοττᾶς,Κοττας
Κοτυλᾶς,Κοτυλας
Κουδίας,Κουδιας
Κουζίλας,Κουζιλας
Κουθίας,Κουθιας
Κουθιούλας,Κουθιουλας
Κουθιούρας,Κουθιουρας
Κουΐδας,Κουιδας
Κουσίας,Κουσιας
Κουτίλας,Κουτιλας
Κουφίας,Κουφιας
Κουχήδας,Κουχηδας
Κρασίας,Κρασιας
Κραταίδας,Κραταιδας
Κρατέννας,Κρατεννας
Κρατηἱππίδας,Κρατηιππιδας
Κρατησίλας,Κρατησιλας
Κρατησιππίδας,Κρατησιππιδας
Κρατιάδας,Κρατιαδας
Κρατίας,Κρατιας
Κρατιδαίας,Κρατιδαιας
Κρατιέας,Κρατιεας
Κρατίλας,Κρατιλας
Κρατιππίδας,Κρατιππιδας
Κρατιστόλας,Κρατιστολας
Κραττείδας,Κραττειδας
Κραυγᾶς,Κραυγας
Κραυξίδας,Κραυξιδας
Κρεκίλας,Κρεκιλας
Κρεοντίδας,Κρεοντιδας
Κρεύγας,Κρευγας
Κρεώνδας,Κρεωνδας
Κρησίλας,Κρησιλας
Κρητίνας,Κρητινας
Κριθέας,Κριθεας
Κρινέας,Κρινεας
Κρινιάδας,Κρινιαδας
Κρινίας,Κρινιας
Κρισάδας,Κρισαδας
Κριτολαΐδας,Κριτολαιδας
Κριτόλας,Κριτολας
Κροίας,Κροιας
Κροτέας,Κροτεας
Κρουκίνας,Κρουκινας
Κρουκρᾶς,Κρουκρας
Κρυτίνας,Κρυτινας
Κρωκηνᾶς,Κρωκηνας
Κρωκίνας,Κρωκινας
Κτασικλείδας,Κτασικλειδας
Κτεισίας,Κτεισιας
Κτησέας,Κτησεας
Κτολέμμας,Κτολεμμας
Κυαθᾶς,Κυαθας
Κυαμᾶς,Κυαμας
Κυαναίας,Κυαναιας
Κυδαγόρας,Κυδαγορας
Κυδάδας,Κυδαδας
Κυδανταγόρας,Κυδανταγορας
Κυδίλας,Κυδιλας
Κυδρᾶς,Κυδρας
Κυδρίας,Κυδριας
Κυδωνίας,Κυδωνιας
Κυΐας,Κυιας
Κυκᾶς,Κυκας
Κυκλάς,Κυκλας
Κυκλᾶς,Κυκλας
Κυκλιάδας,Κυκλιαδας
Κυκλίας,Κυκλιας
Κυλαίμας,Κυλαιμας
Κυλίας,Κυλιας
Κυλίσας,Κυλισας
Κυλλᾶς,Κυλλας
Κυλλίας,Κυλλιας
Κυλοίας,Κυλοιας
Κυλωϊάδας,Κυλωιαδας
Κυλωΐδας,Κυλωιδας
Κύμβας,Κυμβας
Κύνας,Κυνας
Κυνδαίας,Κυνδαιας
Κυνδαλᾶς,Κυνδαλας
Κυνέας,Κυνεας
Κυνθίδας,Κυνθιδας
Κυνίας,Κυνιας
Κυπίας,Κυπιας
Κυπραγόρας,Κυπραγορας
Κυρᾶς,Κυρας
Κυριλάς,Κυριλας
Κυρίνας,Κυρινας
Κυρσιλίδας,Κυρσιλιδας
Κυρώνας,Κυρωνας
Κυσᾶς,Κυσας
Κωκᾶς,Κωκας
Κωλιοθήρας,Κωλιοθηρας
Κωλούμβας,Κωλουμβας
Κωμᾶς,Κωμας
Κωμάστας,Κωμαστας
Κωμίνας,Κωμινας
Κωνέας,Κωνεας
Κωνωπᾶς,Κωνωπας
Κωνωπιάδας,Κωνωπιαδας
Κωρώτας,Κωρωτας
Λαανδρίας,Λαανδριας
Λααρχίδας,Λααρχιδας
Λαβᾶς,Λαβας
Λαβιάδας,Λαβιαδας
Λαβρέας,Λαβρεας
Λαβώτας,Λαβωτας
Λαγέτας,Λαγετας
Λαγίδας,Λαγιδας
Λαγόας,Λαγοας
Λαγορίδας,Λαγοριδας
Λαδαμίδας,Λαδαμιδας
Λάδας,Λαδας
Λαδέκτας,Λαδεκτας
Λαέας,Λαεας
Λαέρτας,Λαερτας
Λαϊάδας,Λαιαδας
Λαίας,Λαιας
Λαΐδας,Λαιδας
Λαιδίας,Λαιδιας
Λαιδρίας,Λαιδριας
Λαϊοβώτας,Λαιοβωτας
Λαίσας,Λαισας
Λαΐστας,Λαιστας
Λακιππίδας,Λακιππιδας
Λακλείδας,Λακλειδας
Λακρατίδας,Λακρατιδας
Λακρίδας,Λακριδας
Λακύδας,Λακυδας
Λακυδίδας,Λακυδιδας
Λαμιάδας,Λαμιαδας
Λαμουνίδας,Λαμουνιδας
Λαμπαδίας,Λαμπαδιας
Λαμπετίδας,Λαμπετιδας
Λαμπίας,Λαμπιας
Λαμπραγόρας,Λαμπραγορας
Λαμπρᾶς,Λαμπρας
Λαμπρέας,Λαμπρεας
Λαμπρινίδας,Λαμπρινιδας
Λαμπροκλίδας,Λαμπροκλιδας
Λαμπυρίδας,Λαμπυριδας
Λαμψαγόρας,Λαμψαγορας
Λάμψας,Λαμψας
Λαμψίας,Λαμψιας
Λανδρίδας,Λανδριδας
Λανπρίας,Λανπριας
Λαοδάμας,Λαοδαμας
Λαϝοδάμας,Λαϝοδαμας
Λαοδαμίδας,Λαοδαμιδας
Λαοίτας,Λαοιτας
Λαόμμας,Λαομμας
Λαοσθενίδας,Λαοσθενιδας
Λαπίθας,Λαπιθας
Λαπομπίδας,Λαπομπιδας
Λαρισέας,Λαρισεας
Λάρκας,Λαρκας
Λαρχίδας,Λαρχιδας
Λασθενίδας,Λασθενιδας
Λασίας,Λασιας
Λασοΐδας,Λασοιδας
Λαστρατίδας,Λαστρατιδας
Λασύρτας,Λασυρτας
Λατζέας,Λατζεας
Λατίππας,Λατιππας
Λατταμύας,Λατταμυας
Λατυχίδας,Λατυχιδας
Λαυνίκας,Λαυνικας
Λαφείδας,Λαφειδας
Λαφυράδας,Λαφυραδας
Λαφύργας,Λαφυργας
Λαχητᾶς,Λαχητας
Λαχίας,Λαχιας
Λεαγόρας,Λεαγορας
Λεαγρίδας,Λεαγριδας
Λειχίας,Λειχιας
Λεξειάτας,Λεξειατας
Λεοννᾶς,Λεοννας
Λεοντιάδας,Λεοντιαδας
Λεοντίδας,Λεοντιδας
Λεούνδας,Λεουνδας
Λεουνίδας,Λεουνιδας
Λεπιδᾶς,Λεπιδας
Λεσφίνας,Λεσφινας
Λεσχανορίδας,Λεσχανοριδας
Λεσχίνας,Λεσχινας
Λεττίνας,Λεττινας
Λευκίας,Λευκιας
Λευκίδας,Λευκιδας
Λευκίνας,Λευκινας
Λευκιππίδας,Λευκιππιδας
Λευκοκόμας,Λευκοκομας
Λευκτριάδας,Λευκτριαδας
Λεφαοσας,Λεφαοσας
Λεχίτας,Λεχιτας
Ληΐας,Ληιας
Ληλᾶς,Ληλας
Ληνιάς,Ληνιας
Λησίας,Λησιας
Λήχας,Ληχας
Λιβύρνας,Λιβυρνας
Λιλλᾶς,Λιλλας
Λιμένδας,Λιμενδας
Λιοντίδας,Λιοντιδας
Λιουσίας,Λιουσιας
Λιπᾶς,Λιπας
Λισσίας,Λισσιας
Λισσίδας,Λισσιδας
Λισφίνας,Λισφινας
Λίτας,Λιτας
Λιχμέας,Λιχμεας
Λοβίας,Λοβιας
Λογάς,Λογας
Λογχᾶς,Λογχας
Λουϊάδας,Λουιαδας
Λουκίδας,Λουκιδας
Λουκούας,Λουκουας
Λουσανίας,Λουσανιας
Λουσάτας,Λουσατας
Λουσίας,Λουσιας
Λούστας,Λουστας
Λοχιάς,Λοχιας
Λοχίτας,Λοχιτας
Λυγκωρίτας,Λυγκωριτας
Λυδιάδας,Λυδιαδας
Λυἱξενίδας,Λυιξενιδας
Λυκαγόρας,Λυκαγορας
Λυκάδας,Λυκαδας
Λυκαστίδας,Λυκαστιδας
Λυκιάδας,Λυκιαδας
Λυκίας,Λυκιας
Λύκκας,Λυκκας
Λυκοδόρκας,Λυκοδορκας
Λυκοίτας,Λυκοιτας
Λυκόλας,Λυκολας
Λυκούτας,Λυκουτας
Λυκοφρονίδας,Λυκοφρονιδας
Λυκωνίδας,Λυκωνιδας
Λυκώπας,Λυκωπας
Λυκωτάδας,Λυκωταδας
Λυρανίας,Λυρανιας
Λυσαγορίδας,Λυσαγοριδας
Λυσαιθίδας,Λυσαιθιδας
Λυσανδρίδας,Λυσανδριδας
Λυσαννίας,Λυσαννιας
Λυσανορίδας,Λυσανοριδας
Λυσαρχίδας,Λυσαρχιδας
Λυσιάδας,Λυσιαδας
Λυσίδας,Λυσιδας
Λυσιθείδας,Λυσιθειδας
Λυσικλέας,Λυσικλεας
Λυσικλείδας,Λυσικλειδας
Λυσικλίας,Λυσικλιας
